iteration,train_rmse_log,valid_rmse_log,rmse_log_gap,rmse_log_gap_pct_vs_train
80,0.5373196108008694,0.47537460255957836,-0.061945008241291066,-0.11528521758020828
81,0.5361229097895194,0.47482501165050495,-0.06129789813901443,-0.11433553205752733
82,0.5349087389764549,0.47448758533991736,-0.060421153636537495,-0.11295600395714803
83,0.5328043626685365,0.47404680329777055,-0.05875755937076593,-0.11027980153255551
84,0.5318593201593623,0.47360631162949524,-0.05825300852986709,-0.10952709921941876
85,0.5300844289371932,0.4730941171839553,-0.05699031175323793,-0.1075117634892656
86,0.5293019485581371,0.47281701602280213,-0.05648493253533493,-0.1067158975877656
87,0.5284606148353185,0.47176145628461785,-0.056699158550700623,-0.10729117167675684
88,0.527328974341006,0.47157281231423076,-0.05575616202677525,-0.1057331660875505
89,0.5252456660384746,0.471379841363182,-0.05386582467529255,-0.10255358236758273
90,0.5232001614889928,0.47092768793839973,-0.05227247355059311,-0.09990913114749264
91,0.5221159123601863,0.4707417555086011,-0.051374156851585195,-0.09839607572838018
92,0.5206219639948126,0.4697767080176924,-0.05084525597712025,-0.09766252577393539
93,0.519780309853253,0.4695735298339973,-0.05020678001925566,-0.09659230845706775
94,0.5190212339257668,0.46940488818203996,-0.049616345743726864,-0.09559598432695965
95,0.5176257919003554,0.469078075575701,-0.04854771632465438,-0.09378921430174787
96,0.5169138388696852,0.46799995938515554,-0.04891387948452969,-0.09462675557591514
97,0.5161975382515608,0.46782029370465966,-0.04837724454690112,-0.09371847202286585
98,0.5152640073107488,0.4673531875202503,-0.04791081979049855,-0.09298305162154316
99,0.5145123345508404,0.4672669703842044,-0.04724536416663605,-0.09182552291555918
100,0.5136621662839783,0.46650525384411284,-0.04715691243986547,-0.09180530616263989
101,0.5129711315373704,0.46627677731427764,-0.04669435422309276,-0.09102725543862508
102,0.5121075328465596,0.46498792616895024,-0.047119606677609394,-0.0920111571405602
103,0.5115723304433053,0.4646449090653793,-0.04692742137792599,-0.09173174267900851
104,0.5107386723435206,0.46453192163218726,-0.04620675071133329,-0.09047043667031118
105,0.5097174085603893,0.46405474158531684,-0.04566266697507243,-0.08958427985428027
106,0.5092108432672545,0.46380610358461755,-0.045404739682636974,-0.08916687514214368
107,0.5082379740473574,0.4637668855376802,-0.04447108850967718,-0.0875005229450513
108,0.5076151955838063,0.4637020526139581,-0.04391314296984822,-0.08650872423025847
109,0.5070373251462872,0.46196586081809526,-0.045071464328191924,-0.08889180755122553
110,0.5064815353891235,0.4618552620657001,-0.04462627332342345,-0.08811036573946893
111,0.5059048504609037,0.46173573654115074,-0.04416911391975298,-0.08730715643369061
112,0.5052905804094093,0.46177585986204106,-0.04351472054736827,-0.0861182104604259
113,0.5046167346924088,0.4616090419532116,-0.043007692739197134,-0.08522843136665424
114,0.504201637678205,0.46139403483861524,-0.04280760283958979,-0.08490175287155799
115,0.503302840080913,0.4615164950854602,-0.04178634499545275,-0.08302425829493633
116,0.5025951381882973,0.46149233535519424,-0.041102802833103025,-0.08178113895264912
117,0.5020697557078646,0.46140209551542966,-0.04066766019243495,-0.081000019877911
118,0.5015731417513829,0.46117508886924613,-0.04039805288213677,-0.08054269560980812
119,0.5011656522750082,0.46113840918626564,-0.04002724308874256,-0.07986828887223525
120,0.4997461393372696,0.4611579372725545,-0.03858820206471508,-0.07721560814034144
121,0.4983417170001338,0.46110414927444504,-0.03723756772568876,-0.0747229590768512
122,0.49789301028626026,0.46091281589222044,-0.03698019439403982,-0.07427337526344928
123,0.49742540203695557,0.4608561512128116,-0.03656925082414397,-0.07351705537029873
124,0.49707823079652774,0.46077368076730035,-0.03630455002922739,-0.07303588807550931
125,0.49664660975709074,0.4606038233212147,-0.03604278643587605,-0.07257229935286286
126,0.4957540381761777,0.4605331660164611,-0.03522087215971659,-0.07104505348920634
127,0.49534719947707323,0.46040444500290656,-0.03494275447416667,-0.07054194413747558
128,0.4945101397216654,0.46032281128193614,-0.03418732843972927,-0.06913372587055865
129,0.4941269067226411,0.4602778734610874,-0.033849033261553696,-0.06850271215963864
130,0.49352803705169207,0.4602929323017073,-0.033235104749984756,-0.06734187777563631
131,0.49277400344672234,0.46017858381254056,-0.03259541963418178,-0.06614679225403969
132,0.4922635574929766,0.46008777301356246,-0.03217578447941416,-0.06536292193409671
133,0.4919592083964451,0.46008392322361985,-0.03187528517282523,-0.06479253691931822
134,0.4915995574991788,0.4599744184524413,-0.03162513904673747,-0.06433109746399701
135,0.49104489442932087,0.4599207931423725,-0.03112410128694837,-0.06338341288146364
136,0.49065800101224183,0.4595945007907569,-0.031063500221484908,-0.06330988215294563
137,0.49023846426412865,0.4595729181715983,-0.03066554609253036,-0.06255230531239692
138,0.4889824786769436,0.45958619231524583,-0.029396286361697777,-0.060117259091238405
139,0.4878602689934659,0.45957231983038677,-0.02828794916307914,-0.05798371165055462
140,0.4875602439536504,0.45943955079821874,-0.028120693155431642,-0.05767634564992325
141,0.487180996532474,0.4594029296199983,-0.027778066912475696,-0.05701796069671633
142,0.4868692597454396,0.4592776295844418,-0.027591630160997804,-0.056671538834520245
143,0.4863345179129715,0.4588630252366683,-0.027471492676303222,-0.0564868247357659
144,0.48607324960770254,0.4585630964280865,-0.027510153179616026,-0.05659672323424253
145,0.48569146521144607,0.45841358194986714,-0.027277883261578928,-0.05616298661888877
146,0.48535328830360486,0.4583783038799354,-0.026974984423669468,-0.05557803990151542
147,0.48442355476767973,0.45849593367891883,-0.0259276210887609,-0.05352262670463101
148,0.4839193457364408,0.458493910458297,-0.025425435278143782,-0.05254064649854142
149,0.4835338536091472,0.4586262097436235,-0.024907643865523688,-0.051511685644366846
150,0.4833174079262407,0.45850078186393883,-0.024816626062301894,-0.051346435396941406
151,0.48301166649800126,0.4584078921318347,-0.024603774366166564,-0.05093826106634709
152,0.4825718048016675,0.45837144267920227,-0.024200362122465235,-0.050148727881877304
153,0.4820647923109474,0.4583466032784653,-0.023718189032482073,-0.04920124724060552
154,0.4818194786993466,0.45811250949336574,-0.023706969205980866,-0.04920301119825402
155,0.48150282256471594,0.4579467947306855,-0.023556027834030435,-0.048921889405673026
156,0.48104413213582375,0.45792337299749947,-0.023120759138324287,-0.04806369643398144
157,0.48058063593232614,0.4562800092018275,-0.024300626730498653,-0.050565139153714446
158,0.4799541835924198,0.45625821180175735,-0.023695971790662462,-0.049371320431671105
159,0.4796848803779466,0.4561889714858358,-0.023495908892110784,-0.048981966814543365
160,0.4792863613516185,0.45615375613455456,-0.02313260521706395,-0.04826468491994746
161,0.47877623003305364,0.45609887821223066,-0.022677351820822977,-0.04736524162709035
162,0.47808290232156614,0.4559786578273081,-0.02210424449425802,-0.04623517048386381
163,0.4775268206762502,0.45548241007573753,-0.022044410600512654,-0.046163711955057175
164,0.4772713348995354,0.4553065194184639,-0.021964815481071487,-0.04602165241223849
165,0.47676979798989055,0.45426528263821514,-0.022504515351675414,-0.0472020573588275
166,0.476489160879399,0.4541657355112465,-0.022323425368152516,-0.0468498073008688
167,0.47584446887735865,0.45414603969114886,-0.02169842918620979,-0.0455998348313306
168,0.4755450730679014,0.4540557500869109,-0.02148932298099049,-0.0451888247781764
169,0.47526578364774197,0.45395154938346166,-0.021314234264280307,-0.04484697825433614
170,0.47475870921455215,0.45473608082604705,-0.020022628388505104,-0.042174325609804685
171,0.4744053792091948,0.4536788537909561,-0.02072652541823866,-0.0436894823005349
172,0.4741117445483735,0.45364740173034934,-0.020464342818024173,-0.04316354330669022
173,0.4738820600224658,0.4535730758207615,-0.020308984201704294,-0.042856621752554815
174,0.4734698221597861,0.45412662938467924,-0.019343192775106877,-0.04085411967096597
175,0.47324518814773325,0.45411680173076513,-0.019128386416968124,-0.040419611009329066
176,0.4730668909538387,0.45404576838909017,-0.019021122564748527,-0.0402081036074972
177,0.472840448116365,0.45399770488431734,-0.018842743232047654,-0.0398501086510486
178,0.47231095928352324,0.4550076324546377,-0.017303326828885524,-0.03663545486036143
179,0.47212235375936873,0.454119404283268,-0.018002949476100705,-0.03813195738932634
180,0.4717875500971797,0.45412343322201704,-0.017664116875162672,-0.03744082876185305
181,0.47148091806624387,0.4526053073799104,-0.018875610686333477,-0.040034728794011175
182,0.47122483922170616,0.45256385715683256,-0.0186609820648736,-0.039601015293877176
183,0.4709855748592399,0.4521657928250352,-0.018819782034204702,-0.03995829817044659
184,0.4708375316461475,0.4520789784842723,-0.01875855316187519,-0.03984081960563196
185,0.47065375334337645,0.45172283496112925,-0.018930918382247197,-0.040222601536199165
186,0.47031653018104924,0.4516667176639723,-0.018649812517076925,-0.039653746615917675
187,0.4701271740781894,0.4514181379930774,-0.018709036085111985,-0.03979569171213316
188,0.4699367325882707,0.45095850537351795,-0.01897822721475273,-0.040384643077859314
189,0.46978825503091026,0.4508835451305876,-0.01890470990032267,-0.040240916408348294
190,0.46948695277616975,0.45081927130195115,-0.0186676814742186,-0.039761874880298344
191,0.4692928291857007,0.4506350806414059,-0.018657748544294805,-0.03975715669184426
192,0.4690797633330512,0.4501190114529607,-0.0189607518800905,-0.040421167916869144
193,0.4688908055109622,0.4501200511492955,-0.018770754361666697,-0.04003225088026994
194,0.4686326296866396,0.4500942013404438,-0.01853842834619579,-0.039558552204510114
195,0.46837371359741764,0.45007544235547725,-0.01829827124194039,-0.039067673335887385
196,0.46813771084479106,0.4491158315685689,-0.019021879276222176,-0.04063308474315327
197,0.46799610328556057,0.44912141420102475,-0.018874689084535823,-0.04033086803934117
198,0.4677043983720801,0.44820803469981657,-0.01949636367226354,-0.04168522626711177
199,0.4675455670406841,0.44818896847014966,-0.019356598570534456,-0.04140045363503599
200,0.4673821729163614,0.4481745400069768,-0.019207632909384598,-0.04109620354052705
201,0.4670316004225883,0.44817876879229285,-0.01885283163029544,-0.04036735761185468
202,0.4669140889381951,0.44758705863495674,-0.019327030303238346,-0.04139311869382602
203,0.4665933759216237,0.4476001380682455,-0.018993237853378198,-0.040706188371968224
204,0.46643193788738774,0.44755569551903346,-0.01887624236835428,-0.040469446526004475
205,0.4662005991677174,0.4475396020679509,-0.018660997099766485,-0.040027827362472186
206,0.46583842185558105,0.4475040108254315,-0.018334411030149544,-0.039357876400829744
207,0.4655809207134458,0.44691803677148684,-0.018662883941958974,-0.04008515622452997
208,0.4653958530576067,0.44626759572490177,-0.019128257332704957,-0.041101048079896105
209,0.46527862580423407,0.44622630557201787,-0.019052320232216202,-0.04094819571667249
210,0.46506388101222085,0.44505686884121726,-0.02000701217100359,-0.043019922612476225
211,0.46486652066891476,0.4450133433060228,-0.01985317736289194,-0.042707264300996375
212,0.46469518832739626,0.4449108771874033,-0.01978431113999296,-0.04257481384992118
213,0.4645112132584018,0.4438349143594225,-0.020676298898979262,-0.044511947847160574
214,0.4641492059211982,0.44505636745686705,-0.01909283846433113,-0.04113513116205277
215,0.4639672079665468,0.44568215294252905,-0.018285055024017727,-0.039410231391473954
216,0.46378650768352847,0.4455954936681655,-0.018191014015362994,-0.039222818503758416
217,0.4635897357265253,0.44435481360739015,-0.019234922119135134,-0.041491259699679685
218,0.46347640756338715,0.44429815140453977,-0.019178256158847384,-0.04137914216534199
219,0.46332443142070384,0.44418560554619413,-0.019138825874509713,-0.041307612067474686
220,0.46311713631928825,0.4434498434222989,-0.019667292896989375,-0.04246721046277608
221,0.462817646151367,0.44349200909165304,-0.019325637059713963,-0.04175648275388663
222,0.4627130992018746,0.4434239819301258,-0.019289117271748812,-0.04168699201518233
223,0.46224762716255835,0.4434205199251289,-0.018827107237429475,-0.04072948378988338
224,0.46208231432005725,0.442719398126465,-0.01936291619359226,-0.04190360806620421
225,0.46169893375504223,0.44269009315008706,-0.01900884060495517,-0.04117150639780435
226,0.4615540725366324,0.4425240643999221,-0.019030008136710297,-0.04123028972992093
227,0.46133956067638676,0.4424114343930793,-0.018928126283307478,-0.04102862164163043
228,0.4610694408979768,0.44198342926746303,-0.019086011630513766,-0.041395091362684835
229,0.460787478304373,0.4419644510126585,-0.018823027291714478,-0.04084969357453098
230,0.4603663096496998,0.44195388132878305,-0.018412428320916774,-0.039995168923041065
231,0.4600425736172277,0.4415782622645044,-0.018464311352723306,-0.040136092639300576
232,0.4599242620658322,0.4407093061750018,-0.019214955890830387,-0.04177852197777732
233,0.4596915396956637,0.4406984387406434,-0.01899310095502027,-0.04131705570999752
234,0.459386315071179,0.44097808632681657,-0.01840822874436243,-0.04007134766631042
235,0.4592355498297701,0.4408135545775214,-0.01842199525224869,-0.04011447994188903
236,0.45912533312730763,0.4407802422034248,-0.018345090923882812,-0.03995660792430295
237,0.4590073005668997,0.44058165668364985,-0.018425643883249854,-0.04014237651665486
238,0.45886846044035784,0.44053955244887194,-0.0183289079914859,-0.03994370842985455
239,0.45869568373371866,0.44053955539238937,-0.018156128341329292,-0.03958207802074994
240,0.4583663868496683,0.4405076474325098,-0.017858739417158487,-0.03896171257212119
241,0.45811839397010123,0.4404262608981481,-0.01769213307195311,-0.03861912838432716
242,0.4579794185154395,0.43964119554889936,-0.01833822296654014,-0.04004158751496803
243,0.457783878684313,0.4395840408971966,-0.01819983778711637,-0.03975639736249198
244,0.45752766405536976,0.4394857794073943,-0.01804188464797546,-0.03943342898232278
245,0.45744922584818914,0.43938139723697023,-0.018067828611218917,-0.039496904990314656
246,0.4573157877198331,0.43931266767427773,-0.018003120045555376,-0.039366933154262075
247,0.4572125007948621,0.439275388008927,-0.017937112785935072,-0.03923145748366782
248,0.45699131400383375,0.4392602042219074,-0.017731109781926324,-0.03879966476075643
249,0.45676887541213806,0.4391878597876323,-0.017581015624505758,-0.03848995973870282
250,0.456624184010319,0.439100973484177,-0.01752321052614203,-0.03837556384386779
251,0.45633845670769774,0.43886611243811546,-0.017472344269582274,-0.03828812586964149
252,0.4562623524670833,0.43881460133208167,-0.017447751135001632,-0.038240611000795614
253,0.45606551453529204,0.43877938363982477,-0.017286130895467267,-0.03790273621780189
254,0.45597357434908947,0.43877028242467647,-0.017203291924413,-0.037728703793791146
255,0.45576657838421214,0.43876861634669645,-0.01699796203751569,-0.037295323623283264
256,0.4555476566639764,0.4387512686924509,-0.016796387971525495,-0.03687075924070649
257,0.45530453002217486,0.4386772961108494,-0.01662723391132548,-0.03651892923295904
258,0.45519762781446216,0.43856139319043463,-0.016636234624027524,-0.03654727882459095
259,0.4549963877763946,0.4385612135442159,-0.016435174232178718,-0.03612154881602201
260,0.45485734060954935,0.4385146278301085,-0.016342712779440827,-0.03592931523879583
261,0.45461984929480664,0.4384781848134878,-0.016141664481318818,-0.035505850671406686
262,0.4545003627031957,0.43846486132035384,-0.016035501382841877,-0.03528160304970671
263,0.4543841403355896,0.4377401162324329,-0.016644024103156685,-0.03662985264156466
264,0.4542568594842436,0.4371101396531525,-0.017146719831091117,-0.03774674938438848
265,0.4541296118071225,0.43706286534238603,-0.017066746464736493,-0.03758122355602978
266,0.4539927870762167,0.4370194212050436,-0.016973365871173096,-0.0373868624223838
267,0.4536254816792901,0.4364896424404511,-0.017135839238839046,-0.03777530128026176
268,0.453554329397694,0.4364868876192257,-0.017067441778468306,-0.037630424123904486
269,0.45345575469392935,0.4363492772629528,-0.01710647743097654,-0.03772468924233404
270,0.4533989035795967,0.43635005505703395,-0.017048848522562776,-0.037602315285638434
271,0.45322204985022085,0.4363014026807552,-0.016920647169465675,-0.037334121707135716
272,0.45313254566350086,0.4363045311440958,-0.016828014519405077,-0.037137068790246794
273,0.4530603694630827,0.43595580263036315,-0.017104566832719548,-0.037753394438339416
274,0.45298560188302844,0.4353972981686133,-0.017588303714415165,-0.03882751160589179
275,0.4528965925054898,0.43537660872084033,-0.017519983784649473,-0.03868429145762916
276,0.452746709927772,0.43533720216617516,-0.017409507761596832,-0.03845308509116327
277,0.4525185555354698,0.43528838485512744,-0.017230170680342383,-0.038076163882282674
278,0.45243689308653373,0.4351758482719564,-0.017261044814577353,-0.0381512760748182
279,0.45208028007120077,0.43503719851228484,-0.01704308155891593,-0.03769923686171782
280,0.45196213729720053,0.4350114507862258,-0.016950686510974755,-0.03750466048404482
281,0.4518698437767067,0.43500653264060146,-0.01686331113610523,-0.03731895670479463
282,0.45177239732553903,0.434988706229436,-0.01678369109610306,-0.037150767057618696
283,0.4516689442655483,0.43499250411408963,-0.016676440151458694,-0.036921821531422726
284,0.4515501781401645,0.4349692867369831,-0.01658089140318142,-0.036719931041716
285,0.4510080284683164,0.43497055040661775,-0.01603747806169864,-0.03555918531243016
286,0.4509154386586874,0.4349341545558281,-0.01598128410285926,-0.035441864998896205
287,0.45077976355616844,0.43440008793572826,-0.01637967562044018,-0.0363363153022268
288,0.4507141344195547,0.43383415479549137,-0.016879979624063346,-0.037451631388933405
289,0.450344231617491,0.4335605497568682,-0.01678368186062279,-0.03726856187397189
290,0.45025210815319655,0.43287074321762425,-0.017381364935572297,-0.03860362810263257
291,0.45004317548890227,0.4329057188157203,-0.01713745667318195,-0.03807958348566169
292,0.44998218376987653,0.4328910342832487,-0.01709114948662782,-0.037981835955017126
293,0.44987217482852127,0.4327906614888404,-0.017081513339680887,-0.03796970405247198
294,0.44928096507211945,0.4329499448740497,-0.016331020198069757,-0.03634923681987789
295,0.44916870782205837,0.43292435819153,-0.016244349630528343,-0.03616536358753573
296,0.4490786859448237,0.43289556644965926,-0.016183119495164433,-0.03603626714351075
297,0.4489795962894118,0.43291396118272996,-0.016065635106681853,-0.035782550564560534
298,0.4489086688719782,0.43290547589123096,-0.01600319298074726,-0.035649106578761844
299,0.44868480249863996,0.43286122239709407,-0.015823580101545887,-0.03526658360931191
300,0.4484055373784341,0.4328520066190259,-0.015553530759408185,-0.03468630394339155
301,0.4482862309145918,0.4328326286524572,-0.015453602262134603,-0.0344726230618465
302,0.44808426106326454,0.43278571534163335,-0.015298545721631196,-0.03414211801443124
303,0.44803322108306265,0.43278129146806027,-0.01525192961500238,-0.03404196139324848
304,0.4478191618798496,0.43249939240818763,-0.01531976947166197,-0.03420972297691067
305,0.44747209291055895,0.43223838965836714,-0.01523370325219181,-0.03404391803096586
306,0.44721059121550044,0.4322257274207041,-0.014984863794796355,-0.033507399174219236
307,0.44705683479373753,0.4322034175098638,-0.014853417283873738,-0.03322489698815764
308,0.4469913047806101,0.4321532982808511,-0.014838006499759027,-0.03319529114115931
309,0.446918888581657,0.43234035110892205,-0.014578537472734965,-0.03262009694645364
310,0.44683802343000695,0.4323098845705599,-0.014528138859447037,-0.032513210822853654
311,0.44662988447791746,0.43229820040836414,-0.014331684069553319,-0.03208850228709206
312,0.4465440720036724,0.432277158407712,-0.014266913595960384,-0.031949620408000964
313,0.4464278946037282,0.43216321038645655,-0.014264684217271673,-0.031952941090147874
314,0.44624430767879336,0.4321152293068441,-0.014129078371949266,-0.03166220415324463
315,0.44611363213006944,0.43207782389995547,-0.014035808230113966,-0.03146240603116488
316,0.4459575193318443,0.4320455606486723,-0.013911958683172021,-0.03119570380608361
317,0.4459094965272539,0.43198749290473426,-0.013922003622519663,-0.031221590324817746
318,0.44576555408944707,0.43198781170108885,-0.013777742388358216,-0.030908046308112856
319,0.4457108633097585,0.43198153226668184,-0.013729331043076665,-0.030803222836269763
320,0.4455029373744945,0.43193077050599266,-0.013572166868501823,-0.030464820161427836
321,0.44536215863921746,0.43187079292538977,-0.013491365713827697,-0.030293022099250444
322,0.44527883687553005,0.4318343146907772,-0.013444522184752838,-0.03019349017144289
323,0.4451614814207723,0.43180887746622015,-0.013352603954552122,-0.0299949670217111
324,0.44511376689789545,0.4318095223634256,-0.013304244534469822,-0.029889537291084685
325,0.445024657171114,0.4317593430434178,-0.013265314127696215,-0.0298080430239973
326,0.4449382073574719,0.4317426846789434,-0.013195522678528526,-0.02965697811590046
327,0.44476960771893126,0.4316846580856141,-0.013084949633317133,-0.029419612775309203
328,0.44468927716289636,0.4316627768203573,-0.013026500342539049,-0.029293488760618904
329,0.4445844947284401,0.43162794303668417,-0.012956551691755913,-0.029143057945981675
330,0.44451787545731636,0.4309902591520557,-0.01352761630526067,-0.03043210870056366
331,0.44442648104392946,0.4309723613922203,-0.013454119651709173,-0.030272992779607336
332,0.4443354683636275,0.4309408635024351,-0.013394604861192372,-0.0301452524384813
333,0.4442595315525455,0.43094550154875183,-0.013314030003793664,-0.029969036246145067
334,0.44417634917887505,0.43079298499931223,-0.013383364179562818,-0.030130744701522095
335,0.44410714755605535,0.43078012791411435,-0.013327019641940996,-0.030008568236922724
336,0.4435979262686974,0.4307746850193698,-0.0128232412493276,-0.028907351657816972
337,0.44347674405133153,0.430741612306348,-0.01273513174498353,-0.028716571761222873
338,0.4433336936302826,0.4306947574752826,-0.012638936155000002,-0.028508855375969287
339,0.4430050561388821,0.43072011006251376,-0.01228494607636832,-0.02773093874693157
340,0.44291567724047765,0.43066281281874014,-0.012252864421737508,-0.027664101885210332
341,0.4426800575189028,0.43218049262753305,-0.010499564891369773,-0.023718179107088944
342,0.4426248647775649,0.43188925646656096,-0.010735608311003952,-0.02425441760123211
343,0.44255140155762523,0.4318575270971758,-0.010693874460449448,-0.024164140985229676
344,0.4425053840715305,0.4318350226464803,-0.010670361425050179,-0.024113517731403075
345,0.4423360744208763,0.43178766809561164,-0.010548406325264659,-0.023847040599333992
346,0.44223393208671535,0.43182132950884766,-0.010412602577867691,-0.023545462757086532
347,0.44211748581067434,0.43188386411633306,-0.010233621694341277,-0.023146837713456932
