model,rows,rmsle,mae,wape,bias,total_bias_pct,actual_total_sales,predicted_total_sales,abs_bias,abs_total_bias_pct,rmsle_rank
lightgbm_v1_daily_aggregate,16,0.057395829243881404,36058.20427454231,0.04331582558766937,-694.2780364116479,-0.0008340189684873598,13319179.781648,13308071.333065413,694.2780364116479,0.0008340189684873598,1
prophet_total_sales_v1,16,0.10700144385653945,73232.56224494817,0.08797245889973204,17720.96311438237,0.021287753035722997,13319179.781648,13602715.191478118,17720.96311438237,0.021287753035722997,2
